performance_id,student_id,subject_id,marks_obtained,total_marks,grade,exam_type,exam_date,teacher_id,remarks
5967,13827,453,21.55,100,C,Final,2025-01-09,975,Against growth stuff chair talk minute bar.
5968,18179,436,48.79,100,A,Final,2024-02-21,761,Develop anyone subject cup peace benefit participant likely.
5969,2563,414,9.75,100,A,Final,2024-10-25,723,Positive woman store these boy.
5970,13726,299,33.81,100,B,Quiz,2024-11-10,140,Indeed discussion less subject unit speak foot.
5971,2813,275,9.87,100,A,Quiz,2024-02-03,139,Less continue anything themselves deep lose.
5972,9430,426,39.31,100,F,Quiz,2024-11-15,570,Certainly its those.
5973,1550,231,99.66,100,F,Quiz,2024-08-30,640,Into direction course.
5974,1638,256,5.35,100,D,Final,2024-02-19,241,As too result north.
5975,718,296,56.16,100,B,Quiz,2024-12-14,171,Partner worry possible myself again expect both production.
5976,5820,93,52.65,100,A,Quiz,2024-08-08,980,Century treat Mr play nation.
5977,209,71,11.75,100,C,Midterm,2024-10-08,201,Majority boy seven hit.
5978,8822,352,82.54,100,C,Midterm,2024-05-10,469,History process pass appear ball take she.
5979,3572,290,23.6,100,B,Final,2025-01-13,459,Population mind him car place future road.
5980,2966,225,45.31,100,A,Quiz,2024-03-10,364,Hospital teach sense case.
5981,1399,205,30.62,100,F,Final,2024-08-24,713,New concern as.
5982,16305,116,13.05,100,B,Final,2024-04-16,13,Necessary film situation knowledge mention fish action democratic.
5983,15715,462,90.23,100,C,Quiz,2024-03-22,726,Grow clear power letter people other.
5984,17134,233,3.77,100,B,Final,2024-11-23,854,Town newspaper agency as.
5985,17347,368,26.42,100,C,Final,2025-01-14,486,Us go increase win appear four.
5986,13326,341,46.62,100,D,Quiz,2024-02-11,220,Person through better wall day debate.
5987,3887,384,28.24,100,B,Quiz,2024-04-23,103,Religious behavior executive stop.
5988,19984,483,17.23,100,F,Midterm,2024-09-10,191,Positive authority middle sea plan effect.
5989,5817,375,22.75,100,C,Quiz,2024-06-20,505,View style try price contain defense less.
5990,17490,19,82.37,100,A,Midterm,2024-07-17,361,Buy standard those memory.
5991,990,469,76.59,100,D,Midterm,2024-05-16,370,Because level begin memory pull.
5992,12306,338,40.45,100,D,Quiz,2024-04-21,714,Say laugh adult provide case who great energy.
5993,10699,221,51.74,100,A,Midterm,2024-08-11,37,Music condition rise fall cover anything.
5994,18966,324,85.3,100,F,Quiz,2024-12-21,504,Kind whose back audience.
5995,6725,135,53.42,100,B,Quiz,2024-07-06,49,Capital wish fund road treat.
5996,9082,185,1.07,100,C,Final,2024-07-27,217,Choose tax understand later public experience deep.
5997,4185,379,40.89,100,D,Midterm,2024-09-16,61,Until president possible middle weight.
5998,11746,213,15.2,100,C,Quiz,2024-05-17,608,Sit tonight lay much boy teach exist.
5999,14506,76,12.97,100,B,Final,2024-08-03,25,What difficult her same nature morning.
6000,19009,399,9.41,100,C,Final,2024-08-29,164,Lead see admit sport.
6001,17585,265,25.08,100,C,Quiz,2024-12-27,917,To enter training keep baby rule guess.
6002,6922,48,95.6,100,D,Midterm,2024-11-03,296,Pretty difference wall church until drop.
6003,19627,199,76.02,100,A,Quiz,2024-02-01,112,Several three seem.
6004,6149,105,0.84,100,D,Final,2024-02-02,176,Food large everyone quickly them simply project.
6005,12803,377,13.77,100,B,Quiz,2024-09-10,468,Lawyer movie state remain far current wait challenge.
6006,11412,28,92.62,100,C,Midterm,2024-09-03,816,Minute seem so fill worker assume writer into.
6007,4802,460,90.17,100,F,Midterm,2024-09-14,846,Method south this none seat on true.
6008,9908,463,54.21,100,F,Midterm,2024-09-17,143,Teacher according factor physical at too town.
6009,10712,236,40.45,100,F,Quiz,2024-05-28,568,Crime style drop born.
6010,12279,263,58.52,100,F,Final,2024-04-16,159,Us north nothing white strong avoid.
6011,11345,53,75.85,100,F,Quiz,2024-05-12,432,Fight candidate degree whatever hear.
6012,14334,153,8.6,100,B,Quiz,2024-02-22,714,Development city character close base yeah friend.
6013,17972,166,68.51,100,A,Quiz,2024-07-04,974,Long recently impact million.
6014,18497,189,65.34,100,B,Quiz,2024-11-12,843,Include according live too.
6015,9186,178,20.3,100,C,Midterm,2024-03-28,213,Including lay short common onto serve.
6016,17200,380,36.56,100,A,Final,2024-06-15,421,Clearly carry teacher with.
6017,4075,40,91.79,100,A,Midterm,2024-03-19,996,Event reflect market plan their.
6018,12076,178,59.47,100,D,Quiz,2024-10-31,583,Decision kind believe account least certain speak.
6019,9216,95,17.1,100,B,Final,2024-02-08,107,Analysis rather business practice appear style every.
6020,8058,75,30.61,100,D,Quiz,2024-10-25,932,Late Republican decision analysis need voice.
6021,5383,261,61.47,100,F,Quiz,2024-04-16,762,Material record like technology.
6022,6959,193,31.75,100,F,Final,2024-06-07,423,Near better month maybe.
6023,10580,367,27.71,100,D,Midterm,2024-02-22,232,People himself cost image large east situation decade.
6024,11447,207,38.2,100,F,Final,2024-09-04,198,Including prove employee hit leader article.
6025,18872,374,62.26,100,C,Midterm,2024-10-07,491,Project practice public.
6026,12949,337,62.6,100,C,Final,2024-04-16,993,Middle capital weight market.
6027,130,248,44.91,100,F,Final,2024-04-10,596,Perform rate beyond strategy you allow we.
6028,3158,89,0.25,100,B,Midterm,2024-07-03,377,Kind certain someone tend.
6029,16785,335,38.05,100,B,Final,2024-05-30,32,Week three chance me.
6030,5791,41,41.21,100,F,Quiz,2024-07-11,531,Economy service marriage treat those rate once.
6031,15615,15,56.29,100,B,Quiz,2024-12-21,446,Yet time born leader PM after health.
6032,13681,359,46.28,100,D,Midterm,2024-08-14,567,Participant yourself travel.
6033,4462,111,20.51,100,F,Final,2024-06-08,99,Tv develop decade method mission game hear.
6034,7002,447,97.22,100,B,Quiz,2024-03-28,999,Institution physical hospital join.
6035,15808,37,66.56,100,A,Midterm,2024-04-07,896,Theory usually Mrs read physical.
6036,7140,75,43.18,100,A,Midterm,2024-05-01,557,Cause allow sense.
6037,16025,472,62.75,100,D,Midterm,2024-05-02,510,Subject director she.
6038,12290,425,17.88,100,C,Midterm,2024-05-20,49,Research order similar training range structure house.
6039,17687,380,40.0,100,A,Midterm,2024-05-04,105,Task eye lose find rate system me son.
6040,3632,470,15.18,100,C,Midterm,2024-12-24,414,Pressure though action final miss both receive provide.
6041,9323,139,97.86,100,D,Quiz,2025-01-01,963,Require single way where camera.
6042,13385,444,52.06,100,B,Final,2024-11-04,559,Receive treatment political remember gun.
6043,19668,124,13.26,100,A,Final,2024-04-15,1000,Beyond us number form traditional deal.
6044,8535,429,53.93,100,C,Quiz,2024-03-08,517,Far situation nation social risk attorney.
6045,15422,370,26.33,100,C,Midterm,2024-05-04,831,Generation leg throughout still day others.
6046,429,399,20.86,100,C,Final,2024-02-07,383,Forget water huge fish system create room.
6047,10123,348,51.73,100,F,Midterm,2024-04-02,814,Future pay defense opportunity environmental.
6048,12431,44,99.34,100,D,Final,2024-03-09,502,Food majority high conference central American.
6049,8046,264,23.89,100,D,Final,2025-01-25,640,Many health military political best possible value.
6050,9328,250,11.28,100,B,Final,2024-07-01,288,Rest suggest for.
6051,17353,181,38.26,100,C,Final,2024-08-10,159,Me others drive career approach herself thus.
6052,11620,188,24.63,100,D,Final,2024-10-12,701,Tend fall soon walk section after.
6053,12071,161,39.09,100,C,Quiz,2024-05-20,773,Husband strong skill teacher tax thought pass.
6054,5819,98,20.16,100,F,Quiz,2024-06-13,142,Pay become mean day action.
6055,10485,56,41.96,100,F,Midterm,2024-09-18,888,Wait what third north.
6056,7457,361,62.95,100,A,Final,2024-05-26,556,Their beautiful article relate off choose.
6057,7396,53,71.81,100,B,Quiz,2024-12-08,144,Population nor former half wall shoulder.
6058,17199,176,3.46,100,C,Midterm,2024-09-19,198,College beautiful reason piece.
6059,10763,315,3.66,100,A,Final,2024-09-03,477,Believe laugh miss gas always everybody eye.
6060,2838,183,8.74,100,B,Final,2024-03-08,813,Reflect sister trip throw once star rule.
6061,18010,376,38.46,100,A,Final,2024-02-08,935,Military when southern top through anyone charge.
6062,1266,8,50.57,100,F,Midterm,2024-12-23,199,Choose appear similar standard piece.
6063,5726,314,58.57,100,A,Midterm,2024-11-17,864,Issue federal cost until.
6064,3596,427,11.29,100,F,Quiz,2024-10-23,183,Provide apply allow where.
6065,15096,311,54.44,100,C,Midterm,2024-05-31,377,Do make everybody south as.
6066,16431,72,49.2,100,C,Final,2024-09-06,617,Six chance cost similar support.
6067,19991,494,89.07,100,D,Final,2024-04-25,726,Figure perhaps stock maintain.
6068,17984,299,97.65,100,F,Midterm,2024-09-05,689,Choose here series push choice floor.
6069,1899,281,35.61,100,B,Final,2025-01-28,780,Successful drive money page impact.
6070,10406,409,33.24,100,A,Midterm,2024-06-13,642,At talk serve increase word girl push.
6071,3096,221,79.31,100,A,Final,2024-11-04,971,Model sing not old.
6072,7773,107,34.62,100,F,Quiz,2024-07-17,332,Federal vote investment while short different.
6073,14882,472,62.57,100,C,Midterm,2024-07-26,136,Share become measure.
6074,5792,369,97.18,100,B,Final,2024-03-22,430,Need class senior.
6075,19215,451,51.59,100,F,Midterm,2024-06-25,913,Mrs light everybody serious.
6076,18019,75,67.2,100,A,Midterm,2024-12-07,713,Tree their generation.
6077,8948,440,13.11,100,D,Midterm,2024-03-14,853,Seem on gas within former.
6078,1281,45,97.8,100,C,Final,2024-12-08,227,Carry either senior loss break subject camera goal.
6079,7271,298,9.86,100,A,Quiz,2024-05-15,793,Before allow approach section.
6080,15489,179,70.09,100,D,Final,2024-05-20,660,Keep information marriage.
6081,9106,148,62.06,100,B,Midterm,2024-09-06,880,Visit for increase business.
6082,18894,411,19.6,100,A,Quiz,2024-03-19,945,Support fear outside discuss another huge.
6083,16371,423,30.92,100,B,Midterm,2024-07-17,563,News nation political interesting.
6084,19814,126,8.91,100,A,Final,2024-09-07,588,Century model discover hope including.
6085,18385,278,5.28,100,F,Final,2024-04-23,278,Trial player computer herself company program.
6086,1215,209,96.03,100,D,Midterm,2024-06-15,80,Picture news myself generation true crime.
6087,6924,222,43.03,100,A,Quiz,2024-05-21,381,Add everybody pass whose few.
6088,19847,89,73.48,100,B,Midterm,2024-05-18,278,Discover computer to role professional woman recently.
6089,19294,222,24.56,100,B,Final,2024-11-01,832,Now nor human group eat its.
6090,12367,308,44.11,100,D,Quiz,2024-03-25,621,Group wall where nearly upon son last.
6091,2576,233,88.73,100,C,Quiz,2024-09-06,299,Take allow our research several because player.
6092,2940,125,21.64,100,F,Midterm,2024-08-24,378,Husband central each dream.
6093,2211,36,64.86,100,A,Midterm,2024-03-21,83,Necessary whose whole fine choose begin financial.
6094,1319,474,74.28,100,F,Quiz,2024-08-08,602,Stop pick feel deal main political.
6095,19635,380,11.24,100,C,Final,2024-07-12,809,Whole return especially small.
6096,7220,154,75.65,100,B,Final,2024-03-17,590,Enjoy live marriage seek.
6097,8898,35,93.91,100,D,Midterm,2024-04-05,198,Watch garden actually information item.
6098,11840,442,30.84,100,D,Final,2024-10-12,202,Great treat energy effect.
6099,18435,9,44.11,100,F,Final,2024-08-30,345,War each true find PM.
6100,14270,161,67.63,100,A,Quiz,2024-07-26,75,Simple early call method explain.
6101,3053,401,17.23,100,F,Final,2025-01-29,664,Various project offer much hospital each party.
6102,18903,3,29.62,100,A,Midterm,2025-01-06,148,Although program friend note.
6103,15691,71,95.92,100,C,Quiz,2024-05-01,115,Senior above security movement because attack understand.
6104,16186,181,2.97,100,F,Quiz,2024-12-01,907,Bar boy owner citizen box sign.
6105,14993,102,24.4,100,A,Final,2024-06-14,269,Capital scientist memory treat improve get him fall.
6106,11453,156,61.66,100,C,Final,2024-09-27,185,Capital believe structure group enjoy child early.
6107,15347,183,44.05,100,D,Quiz,2024-02-28,476,Church federal old few author until.
6108,18123,390,98.16,100,B,Midterm,2024-10-04,654,Large for painting of if.
6109,17273,381,38.63,100,B,Midterm,2024-12-28,724,Pull various sure minute time yard.
6110,14545,76,37.98,100,D,Quiz,2024-11-25,540,Daughter there hospital while study like.
6111,6561,232,16.98,100,A,Midterm,2025-01-05,296,Large lose least in.
6112,10310,34,80.37,100,C,Final,2024-06-12,843,Someone health argue.
6113,2098,168,6.93,100,F,Quiz,2024-07-10,150,Of risk authority store seek among.
6114,14408,119,21.88,100,C,Midterm,2024-07-28,192,Worker until international finish newspaper everything generation.
6115,3725,157,16.36,100,D,Midterm,2024-02-29,90,Moment indeed cover among my instead Congress state.
6116,19477,268,91.07,100,F,Midterm,2024-11-08,226,Heavy himself important score back reduce couple likely.
6117,14503,71,15.19,100,B,Quiz,2024-05-19,146,Traditional market strong deep seek pay.
6118,6442,151,25.69,100,B,Quiz,2024-08-11,698,Day expect reveal few here sort.
6119,1868,465,43.9,100,B,Midterm,2024-05-12,976,Sister recent mouth toward interest staff.
6120,7815,16,15.71,100,C,Midterm,2024-03-21,686,At whether write allow report source including.
6121,392,479,0.38,100,D,Midterm,2024-11-11,231,Table your consumer but research.
6122,4827,146,85.31,100,C,Final,2024-09-08,905,Catch these most strong lose another suddenly.
6123,8446,143,6.02,100,C,Midterm,2024-04-22,203,Various imagine economy while admit huge prepare.
6124,14679,446,28.14,100,F,Quiz,2024-02-21,459,Safe door fish central sea trial than yard.
6125,1832,184,33.77,100,F,Midterm,2024-02-10,47,Form design whom.
6126,11717,240,74.15,100,C,Midterm,2024-12-18,837,Question arrive total from.
6127,18818,333,84.84,100,C,Quiz,2024-11-27,236,Bill collection record least yeah myself.
6128,1725,487,57.15,100,F,Quiz,2024-08-18,720,American drug technology rate.
6129,5301,408,19.91,100,B,Midterm,2024-10-26,358,Everybody student long partner prevent about.
6130,6758,465,66.58,100,F,Midterm,2025-01-28,795,Not state quality authority.
6131,7073,125,15.21,100,A,Midterm,2024-03-08,518,Anything tax against wonder money until so take.
6132,13612,365,10.79,100,D,Midterm,2024-07-31,406,Sound area piece.
6133,9393,180,99.43,100,A,Quiz,2024-10-26,527,Mother clear quickly hundred wrong as pay.
6134,1394,235,52.13,100,B,Quiz,2024-02-28,91,Drop chance operation collection there the.
6135,2096,115,65.58,100,F,Final,2024-12-07,498,Develop often use ago reason matter wide himself.
6136,2013,158,5.44,100,B,Final,2024-08-10,269,Sell follow learn from score.
6137,6454,5,68.39,100,A,Quiz,2024-06-21,705,Blood vote wall.
6138,7506,263,66.44,100,F,Quiz,2024-12-27,901,Beat network evening decade school weight.
6139,12090,453,36.81,100,D,Quiz,2025-01-29,231,Child budget various democratic smile over.
6140,2609,178,95.3,100,D,Quiz,2024-08-05,927,Professional prevent large choose travel.
6141,7723,234,94.83,100,B,Quiz,2024-04-29,732,Way could give its color win improve.
6142,17552,174,45.08,100,B,Quiz,2024-12-18,996,Play life open she matter commercial finish TV.
6143,13638,2,76.91,100,B,Midterm,2024-06-28,834,Third appear blue born.
6144,12343,441,77.98,100,D,Midterm,2024-04-19,354,Discussion radio put toward.
6145,18930,289,62.74,100,F,Midterm,2024-05-10,803,Head give glass her condition old record.
6146,12546,225,63.91,100,A,Midterm,2024-04-23,226,Another for billion Democrat after around song fast.
6147,3321,451,45.74,100,C,Midterm,2024-08-14,901,Old animal according brother fine.
6148,17275,51,1.64,100,B,Final,2024-12-02,139,Six bar across management face.
6149,3396,223,99.33,100,B,Midterm,2024-09-27,973,So require lot may.
6150,18890,209,35.74,100,B,Midterm,2024-10-24,813,Particular place than base simple ability road.
6151,3597,488,57.4,100,D,Final,2024-07-25,753,Different call wife responsibility kind health enjoy.
6152,8896,244,8.36,100,B,Final,2024-05-09,87,Rock instead her vote section check.
6153,17023,56,15.92,100,A,Quiz,2024-06-05,806,Sign wait nearly education stage local continue.
6154,12324,389,54.15,100,D,Midterm,2024-07-24,388,Him night candidate see.
6155,5930,167,84.78,100,D,Quiz,2024-02-06,74,Believe common standard almost.
6156,6760,340,51.92,100,F,Final,2024-04-29,527,Television really Mr college.
6157,14836,270,79.88,100,D,Final,2024-05-07,860,Until they here.
6158,15408,238,7.36,100,A,Quiz,2024-04-19,881,Father oil indicate I tonight model.
6159,1468,349,58.56,100,B,Quiz,2024-09-11,766,Wish lay mouth friend home once.
6160,5299,6,94.64,100,D,Quiz,2024-06-04,408,Bar cell force central across style success.
6161,5910,187,85.0,100,B,Midterm,2024-12-20,396,Research only leg no important.
6162,19785,190,42.99,100,B,Quiz,2024-09-06,330,Protect college take suddenly make learn language.
6163,18442,339,69.56,100,D,Quiz,2024-11-02,71,Could reach field letter dinner.
6164,11747,279,65.49,100,A,Quiz,2025-01-27,95,Significant civil former fish Mrs glass.
